Country Name,Country Code,Series Name,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018
Philippines,PHL,GDP growth (annual %),3.081916458,4.41122216,2.893987062,3.645903318,4.970368696,6.697623613,4.77766782,5.242960356,6.616662284,4.152756843,1.14833222,7.63226478,3.659751601,6.683818881,7.064024264,6.145298786,6.066548905,6.884055037,6.677553566,6.243737742
Poland,POL,GDP growth (annual %),4.642033591,4.559631428,1.247756976,2.041715953,3.562350732,5.135631293,3.49366448,6.17963595,7.03474027,4.249685342,2.820183973,3.606928261,5.01730439,1.607905585,1.391891419,3.318445415,3.838945167,3.062598541,4.814129544,5.149464079
Portugal,PRT,GDP growth (annual %),3.888213395,3.787494001,1.943304626,0.768796311,-0.93420458,1.811583031,0.766784431,1.553053256,2.492001318,0.199272801,-2.978104267,1.898691176,-1.826852351,-4.028256748,-1.130155823,0.893187725,1.822065644,1.925736297,2.795024248,2.144610499
Post-demographic dividend,PST,GDP growth (annual %),3.326763954,3.937534056,1.535755749,1.529959488,1.958040093,3.101662919,2.686031355,2.913229608,2.510278104,0.230772975,-3.493240174,2.796587483,1.564994681,1.131913407,1.332747914,1.884913883,2.108829047,1.6277052,2.264318763,2.12644756
Pre-demographic dividend,PRE,GDP growth (annual %),4.747709834,2.987544374,4.849423528,6.077785728,-0.329106261,12.91003188,6.80867956,7.216542184,6.581611457,6.881114908,5.074708871,6.3040629,4.56702277,5.641624908,5.962837798,4.800655799,3.070877054,2.746344319,1.713130733,2.205161027
Puerto Rico,PRI,GDP growth (annual %),5.389699928,3.271964529,6.313471555,0.916459384,0.053419805,8.748676927,-1.986938733,-1.409414024,-1.16280669,-1.84413425,-1.952425142,-0.413254118,-0.358510628,0.02927511,-0.306826657,-1.190363454,-1.049443651,-1.263002925,-2.65739342,-4.905626153
Qatar,QAT,GDP growth (annual %),,,3.898186617,7.182151741,3.719958636,19.21891532,7.492758506,26.17024568,17.98565679,17.66355638,11.95656114,19.59233153,13.37517641,4.687259177,4.410274619,3.978882147,3.657510261,2.131310916,1.579850253,1.431648077
Romania,ROU,GDP growth (annual %),-0.376660706,2.461263459,5.218136257,5.70299165,2.341147329,10.42811302,4.668148051,8.028811076,7.233807744,9.307467171,-5.517394408,-3.90123628,2.007156244,2.077165007,3.514551804,3.4108091,3.871522323,4.800799906,6.991393543,4.095673942
Russian Federation,RUS,GDP growth (annual %),6.39991469,10.00006682,5.100051225,4.699991909,7.299952344,7.19994787,6.399965448,8.200068255,8.499977768,5.199969265,-7.799993913,4.5,4.300029186,3.700057055,1.80000014,0.69999943,-2.307733505,0.329282332,1.630195944,2.254840053
Rwanda,RWA,GDP growth (annual %),4.262760871,8.370910445,8.484539669,13.19206519,2.202376415,7.447699419,9.377875686,9.227091484,7.681564984,11.1672534,6.255647061,7.338194817,7.783920275,8.820321117,4.713550714,7.62457575,8.867977374,5.981314913,6.057831319,8.671683394
Samoa,WSM,GDP growth (annual %),2.185438856,6.918790299,6.93976583,4.343995595,4.515479143,4.625001948,4.156492103,1.968807932,6.322641763,1.009086658,-4.8082722,0.479158713,5.778544297,0.402103619,-1.933858756,1.396758008,1.45106458,7.169421486,2.704796224,0.724091004
San Marino,SMR,GDP growth (annual %),8.995983936,2.210759027,5.551550108,0.341530055,3.880190606,4.587155963,2.380952381,3.855569155,7.130229817,1.650165017,-12.82467532,-4.655493482,-9.440104167,-7.54852624,-3.032659409,-0.9,0.6,2.2,1.5,
Sao Tome and Principe,STP,GDP growth (annual %),,,,2.376877471,6.573472701,3.832227084,7.093770448,9.115646545,3.253604914,8.186171817,2.426281345,6.67198532,4.398201685,3.141975852,4.814794386,6.5499331,3.798398936,4.172377734,3.871185947,2.657693757
Saudi Arabia,SAU,GDP growth (annual %),-3.763285216,5.625416143,-1.210743863,-2.819174404,11.24206139,7.958441664,5.573850121,2.788402228,1.847130252,6.249772755,-2.059268194,5.039493675,9.996857794,5.411444902,2.699254723,3.652481698,4.10640887,1.670642347,-0.741529927,2.214968724
Senegal,SEN,GDP growth (annual %),6.347115795,3.198988036,4.580916442,0.654803648,6.683228178,5.870772213,5.622606856,2.461570254,4.938485083,4.056375726,2.092527085,3.56274539,1.458388671,5.117394238,2.822105649,6.613074742,6.367263427,6.356396792,7.082922291,6.766293824
Serbia,SRB,GDP growth (annual %),-12.14659634,7.759215241,4.992714031,7.115788087,4.415414059,9.046517342,5.540422832,9.702753135,6.439530929,5.655574501,-2.731753651,0.731046443,2.036275726,-0.681542133,2.892634162,-1.589506184,1.776320973,3.340329069,2.049310525,4.301787715
Seychelles,SYC,GDP growth (annual %),1.872006587,1.514338815,-2.271162762,1.212831267,-5.887127528,-2.850453659,9.005761428,9.40612788,10.42143611,-2.146892655,-1.105245793,5.954962469,7.887279597,1.260828834,6.018076825,4.504785244,4.937385619,4.503032666,4.332388099,3.627351583
Sierra Leone,SLE,GDP growth (annual %),-1.979285588,6.652727885,-6.345455153,26.4173166,9.313120969,6.59794486,4.505095672,4.223914279,8.058145152,5.39828521,3.188051216,5.346466052,6.315045036,15.18176908,20.71576829,4.556772366,-20.59877072,6.055474029,4.211182649,3.727955555
Singapore,SGP,GDP growth (annual %),5.72400277,9.03919574,-1.069106008,3.91467511,4.535806779,9.819526862,7.35903621,9.005188001,9.022116566,1.868212395,0.12100381,14.52564666,6.262267762,4.449315805,4.815045038,3.900573228,2.892499228,2.962327259,3.699781577,3.139464543
Sint Maarten (Dutch part),SXM,GDP growth (annual %),,,,,,,,,,,,3.2,4.6,1.39054667,1.306727883,1.580384638,0.50906595,0.43250626,,
Slovak Republic,SVK,GDP growth (annual %),-0.205069439,1.210173376,3.316468195,4.522792238,5.418715934,5.258836403,6.750960834,8.452887748,10.79957705,5.629779025,-5.422542313,5.041716665,2.819099518,1.657148687,1.490646438,2.750335017,4.174873197,3.125410105,3.188341055,4.109049583
Slovenia,SVN,GDP growth (annual %),5.274353781,4.15543396,2.949365533,3.836305277,2.842083009,4.351795539,4.003007364,5.655999211,6.941645669,3.300130299,-7.797276576,1.237755909,0.649366928,-2.669582052,-1.132054981,2.950565154,2.304895835,3.068087059,4.880537506,4.487220551
Small states,SST,GDP growth (annual %),2.980837912,4.517601553,3.765166316,4.308111906,4.610906203,8.202892642,5.539422167,10.02693436,8.455925364,6.229894729,0.817295531,7.029604755,6.5457774,3.272879037,2.740544046,2.552317613,2.572771916,1.776223561,1.94392944,2.113984249
Solomon Islands,SLB,GDP growth (annual %),-0.482600682,-14.26748303,-7.978564432,-2.800002522,6.50000183,4.898370946,5.421193232,6.946649998,7.320001264,7.106270238,-4.738346526,6.80904496,13.19563266,4.555394299,3.017849444,2.250090711,2.542240201,3.456606233,3.534339147,3.385522842
Somalia,SOM,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,GDP growth (annual %),2.399996245,4.200003476,2.699994567,3.700382352,2.949079137,4.554552745,5.277056312,5.603797657,5.360475891,3.191046741,-1.538089334,3.039730814,3.284168142,2.213354808,2.4852005,1.846991604,1.279549282,0.565344944,1.31674486,0.622074898
South Asia,SAS,GDP growth (annual %),7.823749403,4.062880703,4.328689659,3.722870648,7.281822753,7.561833885,7.718524242,7.744620805,7.331968797,3.237490596,7.133470937,7.702666783,5.137253341,5.501737281,6.087311052,6.992301928,7.480020569,7.70780544,6.935768193,6.770633527
South Asia (IDA & IBRD),TSA,GDP growth (annual %),7.823749403,4.062880703,4.328689659,3.722870648,7.281822753,7.561833885,7.718524242,7.744620805,7.331968797,3.237490596,7.133470937,7.702666783,5.137253341,5.501737281,6.087311052,6.992301928,7.480020569,7.70780544,6.935768193,6.770633527
South Sudan,SSD,GDP growth (annual %),,,,,,,,,,,5.04164188,5.493416395,-4.640316736,-46.08212237,13.12973114,3.374480849,-10.79180849,-11.18408707,,
Spain,ESP,GDP growth (annual %),4.48477443,5.289099595,4.001073835,2.879876097,3.187571476,3.166746501,3.723001788,4.174123186,3.768992408,1.11768686,-3.573751449,0.014063878,-0.998764958,-2.927750507,-1.705705,1.379997238,3.644680152,3.17258966,2.979182401,2.581746534
Sri Lanka,LKA,GDP growth (annual %),4.300540498,6.00003316,-1.545408134,3.964675686,5.940269078,5.445061278,6.241748045,7.6682919,6.796826119,5.950088145,3.538912053,8.015967371,8.404733021,9.144572246,3.39573265,4.960700592,5.007683305,4.486634531,3.419819189,3.209131128
St. Kitts and Nevis,KNA,GDP growth (annual %),3.219392516,10.40719341,5.517256189,2.469697276,-3.444254385,4.057903704,9.695235313,2.917702323,-0.05115964,6.487853972,-3.368479443,-1.466050863,1.783898309,-0.65567257,5.465974008,6.055577599,2.146656524,2.317508505,1.170562676,3.001453555
St. Lucia,LCA,GDP growth (annual %),2.67060488,0.048748424,-3.408064222,0.416450458,4.264610998,7.267408929,-0.410303993,6.195256154,2.06781947,4.977063729,-1.454036303,0.303818186,4.139375889,-0.313727784,-1.995801641,0.004704771,0.27250039,3.890279886,3.671861435,0.597633577
St. Martin (French part),MAF,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,GDP growth (annual %),2.710917941,1.639178881,1.709263603,6.321647576,7.689791237,4.15628429,2.488004855,7.688360969,3.342560091,1.584471793,-2.099061259,-3.35352589,-0.419351482,1.382420411,1.833169437,1.213671696,1.341638992,1.975455939,0.859946222,2.556897137
Sub-Saharan Africa,SSF,GDP growth (annual %),2.132662906,3.503803186,4.257338053,6.363007352,4.243438084,6.52509506,6.229551078,6.141022633,6.618518337,5.35451747,3.045782821,5.584085951,4.446411441,4.003710748,5.019459264,4.670357327,2.837598718,1.211655679,2.521036701,2.37106998
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),2.13292921,3.505830566,4.263848636,6.367820769,4.252447371,6.532621961,6.22751858,6.138569691,6.615573404,5.360533835,3.048839935,5.583823822,4.443970945,4.005723564,5.018745786,4.670476748,2.836086614,1.209237053,2.519656239,2.370095617
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),2.132662906,3.503803186,4.257338053,6.363007352,4.243438084,6.52509506,6.229551078,6.141022633,6.618518337,5.35451747,3.045782821,5.584085951,4.446411441,4.003710748,5.019459264,4.670357327,2.837598718,1.211655679,2.521036701,2.37106998
Sudan,SDN,GDP growth (annual %),3.10409568,6.345867769,6.500360421,6.427273901,7.734591717,3.883307291,7.489738142,10.064308,11.52191003,7.801963334,3.241847572,3.469335093,-1.967728979,0.521559267,4.394711132,2.679411813,4.906045175,4.700000042,4.283071004,-2.320827321
Suriname,SUR,GDP growth (annual %),-1.400000022,2.09999866,4.20000005,2.800000889,6.299999082,8.500000274,4.500000692,5.79999963,5.098945585,4.149342537,3.017347611,5.165237772,5.849367784,2.690350057,2.93344123,0.255503145,-3.411095864,-5.561193424,1.687083602,1.997252457
Sweden,SWE,GDP growth (annual %),4.486702148,4.74561672,1.573445869,2.075300803,2.359776421,4.31078326,2.816677338,4.699558109,3.408098478,-0.557058102,-5.195897814,5.991968041,2.679228103,-0.298512381,1.238349398,2.60190267,4.45656911,2.683966343,2.10471614,2.358939552
Switzerland,CHE,GDP growth (annual %),1.694719834,3.936823453,1.312423669,0.162612902,0.039576568,2.7762235,3.11524553,3.988634221,4.111877812,2.154701861,-2.222107121,3.002699108,1.692808495,1.006024097,1.852039757,2.449218097,1.333369086,1.601223556,1.616692155,2.540426713
Syrian Arab Republic,SYR,GDP growth (annual %),-3.553656913,2.742857397,5.20094281,5.9,0.6,6.900000004,6.2,4.999999998,5.699999996,,,,,,,,,,,
Tajikistan,TJK,GDP growth (annual %),3.699550717,8.324324495,9.580836178,10.83789166,10.92850851,10.37037376,6.644293718,7.048458927,7.760139303,7.910529533,3.89282113,6.520680751,7.400640543,7.486175224,7.400081256,6.705968168,6.008287872,6.872963797,7.617492691,7.300000287
Tanzania,TZA,GDP growth (annual %),4.863863755,4.520784635,6.070808288,7.093194984,6.672789829,7.50381466,7.476319258,6.53222139,6.768535202,5.68641686,5.269105248,6.336523427,7.672155435,4.50015356,6.781585601,6.732461868,6.160628774,6.867116196,6.785680114,5.2
Thailand,THA,GDP growth (annual %),4.572298369,4.455676031,3.444243766,6.148879817,7.189329965,6.289288549,4.187834924,4.967916824,5.43509257,1.725667908,-0.690733346,7.513590658,0.839959472,7.242786605,2.687379919,0.984414064,3.133896962,3.356488872,4.024085781,4.129226103
Timor-Leste,TLS,GDP growth (annual %),,,9.20268161,-6.866723562,-1.182371937,64.08128515,35.88010902,41.67729069,5.265406038,9.923218663,-6.041631022,-1.172062445,11.4579084,5.02312233,-11.08621985,-25.90717208,20.62560112,0.706714168,-9.153986478,2.813981429
Togo,TGO,GDP growth (annual %),2.481751429,-0.783479607,-1.626806272,-0.92215102,4.954397667,2.119065316,1.180406952,4.052412548,2.290453886,4.062252828,5.537910972,6.099259161,6.398199052,6.543507031,6.112343078,5.920588571,5.742868453,4.918356443,4.449407392,4.884130464
Tonga,TON,GDP growth (annual %),3.881704581,3.369839694,3.601788655,3.418876649,2.108581656,-0.351420004,1.582168376,-0.812222114,-4.165775722,3.099519869,2.290612704,3.585657371,2.785145889,0.890322581,-3.120603658,2.072607261,3.71184687,3.37947375,2.7,0.3
Trinidad and Tobago,TTO,GDP growth (annual %),8.024817644,6.901359591,4.168523982,7.936709687,14.44098954,7.950051511,6.20893788,13.20805861,4.754209701,3.391737078,-4.391729247,3.32322471,-0.294354409,1.293978927,2.006002534,-0.969684155,1.777885851,-6.509206979,-1.9,0.700000005
Tunisia,TUN,GDP growth (annual %),6.054634515,4.709859945,3.796183827,1.322563618,4.702411815,6.235793869,3.486535815,5.244195185,6.709620392,4.237776836,3.043448955,3.510608639,-1.91717768,3.997674002,2.875523842,2.971398345,1.194541781,1.262528555,1.824675319,2.505332965
Turkey,TUR,GDP growth (annual %),-3.389304887,6.640061121,-5.962310755,6.430278636,5.608255095,9.644322585,9.009853307,7.109703427,5.03045759,0.845251454,-4.70446591,8.487372139,11.11349557,4.789940281,8.491309299,5.166690718,6.085886616,3.183831547,7.441193291,2.566623037
Turkmenistan,TKM,GDP growth (annual %),16.4999995,5.469064133,4.343845714,0.257179925,3.26882856,5.000407438,13.03403487,10.97330833,11.05929947,14.7,6.100000115,9.199999988,14.69999993,11.09999996,10.2000001,10.29999997,6.49999991,6.199999966,6.500000047,6.199999941
Turks and Caicos Islands,TCA,GDP growth (annual %),,,,,,,,,,,,,,-2.53,1.36532085,6.70368436,5.941270828,4.399701715,4.275465839,5.282085494
Tuvalu,TUV,GDP growth (annual %),-1.563791371,-0.970599814,1.634107644,7.886174359,-3.333536533,-1.352181114,-3.779729962,2.138938329,6.350564875,7.983260905,-4.432851394,-2.729427912,7.515954206,-3.835748821,4.576823704,1.348012682,9.142893933,3.034723153,4.094017717,2.5
Uganda,UGA,GDP growth (annual %),8.053948377,3.141907338,5.183661126,8.732685764,6.473258671,6.807233344,6.332565116,10.78474439,8.412425966,8.708751901,6.801517348,5.637599803,9.391667749,3.837455606,3.586905826,5.106307324,5.187859863,4.781000291,3.863023757,6.090144553
Ukraine,UKR,GDP growth (annual %),-0.199999997,5.9,9.203694816,5.249299452,9.515954968,12.10875517,2.997359032,7.439902401,7.593469649,2.304028779,-14.75854536,3.834387699,5.465531905,0.238681306,-0.026729649,-6.552618891,-9.772973947,2.440994738,2.466053452,3.335489309
United Arab Emirates,ARE,GDP growth (annual %),2.902213645,10.85270421,1.39908503,2.43345681,8.800540815,9.566436637,4.855141196,9.837319773,3.184390174,3.191836276,-5.242921907,1.602809961,6.930271629,4.484626085,5.053345825,4.398696682,5.064701529,2.988441821,0.790400388,1.423840361
United Kingdom,GBR,GDP growth (annual %),3.213785839,3.453462964,2.840765408,2.499726971,3.339456189,2.347792052,3.148724236,2.548078385,2.545500795,-0.345916655,-4.246551566,1.711206445,1.644770017,1.447060443,2.046299585,2.947562163,2.349122692,1.789288659,1.822927774,1.397607592
United States,USA,GDP growth (annual %),4.753235989,4.127484013,0.998340796,1.74169525,2.861210767,3.798891127,3.513213797,2.854972292,1.876171458,-0.136579805,-2.536757066,2.563766558,1.550835506,2.249545852,1.84208107,2.451973036,2.880910466,1.56721517,2.21701033,2.856992804
Upper middle income,UMC,GDP growth (annual %),2.793930456,5.975572074,3.106001325,4.219942912,5.186620656,7.969270057,7.117086335,8.216238796,8.872134593,5.858002769,1.519427397,7.516760372,6.244017744,5.105805826,4.968980104,4.049477942,3.413833623,3.871586658,4.644423832,4.301104431
Uruguay,URY,GDP growth (annual %),-1.939212135,-1.92993064,-3.844129967,-7.732007212,0.805283917,5.004160365,7.460132106,4.098577362,6.541510848,7.176144662,4.243494178,7.803409668,5.162133026,3.538178707,4.637538643,3.238791216,0.370741267,1.689798162,2.591338687,1.620083629
Uzbekistan,UZB,GDP growth (annual %),4.300000003,3.835,4.163838245,3.973488195,4.232627384,7.449000603,6.950007201,7.451418471,9.473005304,9.029161018,8.050933327,8.479061864,8.281303322,8.179751424,8.026048971,7.179388989,7.448470308,6.094325243,4.461627697,5.132986392
Vanuatu,VUT,GDP growth (annual %),0.334788215,5.922044539,-3.488507759,-5.111218569,4.293431178,3.984754831,5.30285231,8.465159865,5.173513258,6.448521358,3.312815802,1.629081596,1.223225535,1.754749927,1.96914608,2.331006215,-0.801094177,4.000574486,4.500680305,3.2
"Venezuela, RB",VEN,GDP growth (annual %),-5.970458146,3.686944167,3.394236108,-8.855647353,-7.75530005,18.28660669,10.3179138,9.872149109,8.753578808,5.277854124,-3.202302657,-1.488791251,4.176425359,5.625956975,1.343094036,-3.894386475,,,,
Vietnam,VNM,GDP growth (annual %),4.773586881,6.787316408,6.192893312,6.320820988,6.899063492,7.536410612,7.547247727,6.977954812,7.129504484,5.661771208,5.397897543,6.423238217,6.240302749,5.247367156,5.421882991,5.983654637,6.679288789,6.210811668,6.81224566,7.075788617
Virgin Islands (U.S.),VIR,GDP growth (annual %),,,,,-0.334104343,2.939659618,3.632264529,3.625815809,4.03545603,0.941704036,-6.64149267,0.904116108,-8.158453195,-15.01925546,-5.83081571,-0.866217517,0.194174757,0.904392765,-1.696542894,
West Bank and Gaza,PSE,GDP growth (annual %),8.280429404,-8.556183291,-9.310638168,-12.48919176,14.01586549,10.34306987,10.79876211,-3.900597981,6.59059324,6.079293326,8.662535025,8.099089262,12.4136357,6.284235772,2.217422457,-0.181890997,3.428732254,4.708435256,3.14023678,0.905278232
World,WLD,GDP growth (annual %),3.271930411,4.394773096,1.944963844,2.192168093,2.908862248,4.382866483,3.868315512,4.332967025,4.217392747,1.853974894,-1.68661868,4.279809745,3.125147979,2.511984691,2.651506353,2.841105338,2.855552268,2.571412502,3.160211534,3.034509442
"Yemen, Rep.",YEM,GDP growth (annual %),3.775530496,6.181915593,3.803645872,3.935231505,3.747398185,3.972696401,5.591748076,3.170409359,3.338427956,3.64756947,3.866229516,7.70230704,-12.7148969,2.392990209,4.823519067,-0.188690232,-16.67846313,-13.62145844,-5.942319504,-2.701474865
Zambia,ZMB,GDP growth (annual %),4.650189746,3.897322943,5.316868274,4.50601428,6.944973982,7.032395115,7.235599007,7.903694445,8.352436244,7.773895815,9.220348406,10.29820585,5.564624717,7.597616969,5.059376378,4.695826373,2.91988111,3.757177805,3.403168851,3.794900917
Zimbabwe,ZWE,GDP growth (annual %),-0.817821016,-3.059189762,1.439615384,-8.894023633,-16.99507469,-5.807538055,-5.71108368,-3.461495192,-3.653326859,-17.66894629,12.01955993,19.67532314,14.19391296,16.66542877,1.989492762,2.376929327,1.779872703,0.755869251,4.704035348,6.159189798
